taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Species	IMG Submission ID	GOLD Analysis Project ID	GOLD Analysis Project Type	GOLD Sequencing Project ID	Is Public	Genome Size   * assembled	Gene Count   * assembled	JGI Data Utilization Status	
2941173810	Eukaryota	Permanent Draft	Nosema apis BRL 01 genome sequencing	Nosema apis BRL 01	U.S. Department of Agriculture, Agricultural Research Service 	2941173810	Microsporidia	unclassified	unclassified	Nosematidae	Vairimorpha	Vairimorpha apis	260927	Ga0129447	Genome Analysis (Isolate)	Gp0037550	No	8569501	2764		
2942413955	Eukaryota	Draft	Toxoplasma gondii ARI	Toxoplasma gondii ARI	J. Craig Venter Institute	2942413955	Apicomplexa	Conoidasida	Eucoccidiorida	Sarcocystidae	Toxoplasma	Toxoplasma gondii	261311	Ga0039987	Genome Analysis (Isolate)	Gp0012356	No	64692853	10148		
2639762648	Eukaryota	Permanent Draft	Candida glabrata isolates from the Norwegian Mycological Reference Laboratory at Oslo University Hospital, Rikshospitalet	Nakaseomyces glabrata 3A	Genomics Core Facility (Oslo University Hospital and University of Oslo)	2639762648	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces glabratus	73555	Ga0100065	Genome Analysis (Isolate)	Gp0094988	No	12820484	5317		
2955135195	Eukaryota	Permanent Draft	Phytophthora nicotianae Genome sequencing and assembly	Phytophthora nicotianae race 0	Chinese Academy of Sciences	2955135195	Oomycota	unclassified	Peronosporales	Peronosporaceae	Phytophthora	Phytophthora nicotianae	261399	Ga0131400	Genome Analysis (Isolate)	Gp0142288	No	81610141	17315		
2944529306	Eukaryota	Permanent Draft	Sphaeroforma arctica	Sphaeroforma arctica JP610	Broad Institute	2944529306	unclassified	Ichthyosporea	Ichthyophonida	unclassified	Sphaeroforma	Sphaeroforma arctica	261561	Ga0099567	Genome Analysis (Isolate)	Gp0002674	No	121631465	19196		
2955054558	Eukaryota	Permanent Draft	Phytomonas sp. isolate EM1	Phytomonas sp. isolate EM1	CEA Genoscope	2955054558	Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Phytomonas	Phytomonas sp. isolate EM1	261363	Ga0129208	Genome Analysis (Isolate)	Gp0088204	No	17780869	6318		
2942517923	Eukaryota	Permanent Draft	Trypanosoma vivax Y486	Trypanosoma vivax Y486	Wellcome Trust Sanger Institute	2942517923	Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Trypanosoma	Trypanosoma vivax	261320	Ga0040104	Genome Analysis (Isolate)	Gp0002462	No	24779298	4227		
2737472026	Eukaryota	Permanent Draft	Antagonism of naturally occurring yeasts against plant pathogenic fungi	Candida subhashii FGA 2.2	Functional Genomics Center Zurich	2737472026	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Spathaspora	[Candida] subhashii	135235	Ga0180828	Genome Analysis (Isolate)	Gp0207167	No	32079855	12431		
2942984554	Eukaryota	Permanent Draft	Plasmodium falciparum Vietnam Oak-Knoll (FVO) genome sequencing project	Plasmodium falciparum Vietnam Oak-Knoll (FVO)	Broad Institute	2942984554	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium falciparum	261366	Ga0129506	Genome Analysis (Isolate)	Gp0037734	No	25885735	6282		
2943575587	Eukaryota	Draft	Genome sequencing and annotation for Aphanomyces spp. Genome sequencing and assembly	Aphanomyces astaci SA	University of Exeter	2943575587	Oomycota	unclassified	Saprolegniales	Saprolegniaceae	Aphanomyces	Aphanomyces astaci	261466	Ga0487886	Genome Analysis (Isolate)	Gp0546909	No	53241459	14330		
2942730353	Eukaryota	Permanent Draft	Trypanosoma rangeli SC-58	Trypanosoma rangeli SC-58	Federal University of Santa Catarina (UFSC)	2942730353	Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Trypanosoma	Trypanosoma rangeli	261346	Ga0100094	Genome Analysis (Isolate)	Gp0008008	No	15114272	7475		
2943244224	Eukaryota	Permanent Draft	Genome sequence of Phytophthora isolates from South America	Phytophthora kernoviae Chile6	University of Exeter	2943244224	Oomycota	unclassified	Peronosporales	Peronosporaceae	Phytophthora	Phytophthora kernoviae	261417	Ga0157756	Genome Analysis (Isolate)	Gp0189553	No	36690292	10058		
2955839052	Eukaryota	Finished	A genomic resource for the Plasmodium vinckei clade of rodent malaria parasites	Plasmodium vinckei petteri PVPCR	King Abdullah University of Science and Technology (KAUST)	2955839052	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium vinckei	261529	Ga0523852	Genome Analysis (Isolate)	Gp0606354	No	19410470	5422		
2942879573	Eukaryota	Draft	Phytophthora parasitica genome sequencing	Phytophthora parasitica IAC_01/95	Broad Institute	2942879573	Oomycota	unclassified	Peronosporales	Peronosporaceae	Phytophthora	Phytophthora nicotianae	261353	Ga0100865	Genome Analysis (Isolate)	Gp0043342	No	47716731	26731		
2943131709	Eukaryota	Permanent Draft	Genomic analysis of the causative agents of coccidiosis in chickens	Eimeria mitis	Wellcome Trust Sanger Institute	2943131709	Apicomplexa	Conoidasida	Eucoccidiorida	Eimeriidae	Eimeria	Eimeria mitis	261388	Ga0129884	Genome Analysis (Isolate)	Gp0100791	No	72240319	10077		
2761201695	Eukaryota	Permanent Draft	1000 Fungal Genomes	Rhizoclosmatium globosum JEL800 Standard Draft	DOE Joint Genome Institute (JGI)	2761201695	Chytridiomycota	Chytridiomycetes	Chytridiales	Chytriomycetaceae	Rhizoclosmatium	Rhizoclosmatium globosum	166763	Ga0220636	Genome Analysis (Isolate)	Gp0112138	No	50144359	16990	Restricted	
2941063735	Eukaryota	Permanent Draft	Phycomyces blakesleeanus	Phycomyces blakesleeanus NRRL 1555(-), UBC21	DOE Joint Genome Institute (JGI)	2941063735	Mucoromycota	Mucoromycetes	Mucorales	Phycomycetaceae	Phycomyces	Phycomyces blakesleeanus	260918	Ga0129401	Genome Analysis (Isolate)	Gp0002659	No	53939167	16851		
2941253368	Eukaryota	Permanent Draft	Exophiala aquamarina CBS 119918 Genome sequencing	Exophiala aquamarina CBS 119918	Broad Institute	2941253368	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala aquamarina	260940	Ga0129482	Genome Analysis (Isolate)	Gp0037642	No	41566958	13118		
2940787623	Eukaryota	Permanent Draft	Nosema ceranae	Nosema ceranae PA08 1199	University of Ottawa	2940787623	Microsporidia	unclassified	unclassified	Nosematidae	Vairimorpha	Vairimorpha ceranae	260877	Ga0103085	Genome Analysis (Isolate)	Gp0076222	No	5690748	3265		
2954903902	Eukaryota	Permanent Draft	Kuraishia capsulata CBS 1993	Kuraishia capsulata CBS 1993	CEA Genoscope	2954903902	Ascomycota	Saccharomycetes	Saccharomycetales	unclassified	Kuraishia	Kuraishia capsulata	260905	Ga0104007	Genome Analysis (Isolate)	Gp0100965	No	11371246	6026		
2642422513	Eukaryota	Permanent Draft	Candida glabrata isolates from the Norwegian Mycological Reference Laboratory at Oslo University Hospital, Rikshospitalet	Nakaseomyces glabrata 3B	Genomics Core Facility (Oslo University Hospital and University of Oslo)	2642422513	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces glabratus	74207	Ga0100072	Genome Analysis (Isolate)	Gp0094987	No	12865870	5331		
2942990841	Eukaryota	Permanent Draft	Plasmodium 50 Genomes	Plasmodium inui San Antonio 1	Broad Institute	2942990841	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium inui	261367	Ga0129507	Genome Analysis (Isolate)	Gp0037735	No	27405027	5879		
2942996725	Eukaryota	Permanent Draft	Plasmodium 50 Genomes	Plasmodium vinckei petteri	Broad Institute	2942996725	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium vinckei	261368	Ga0129508	Genome Analysis (Isolate)	Gp0037736	No	18931523	5213		
2942346218	Eukaryota	Permanent Draft	Dictyostelium fasciculatum SH3	Cavenderia fasciculata SH3	Leibniz Institute	2942346218	Evosea	Eumycetozoa	Acytosteliales	Cavenderiaceae	Cavenderia	Cavenderia fasciculata	261305	Ga0039378	Genome Analysis (Isolate)	Gp0006857	No	31019208	12363		
2955184960	Eukaryota	Permanent Draft	Cryptosporidium hominis Genome sequencing	Cryptosporidium hominis 30976	Division of Foodborne, Waterborne, and Environmental Diseases, Centers for Disease Control and Prevention	2955184960	Apicomplexa	Conoidasida	Eucoccidiorida	Cryptosporidiidae	Cryptosporidium	Cryptosporidium hominis	261404	Ga0131667	Genome Analysis (Isolate)	Gp0144849	No	9059225	3998		
2943020896	Eukaryota	Permanent Draft	Aphanomyces astaci?Genome Project	Aphanomyces astaci APO3	Broad Institute	2943020896	Oomycota	unclassified	Saprolegniales	Saprolegniaceae	Aphanomyces	Aphanomyces astaci	261372	Ga0129517	Genome Analysis (Isolate)	Gp0037777	No	75844385	26942		
2955566430	Eukaryota	Draft	Aphanomyces stellatus CBS 568.67	Aphanomyces stellatus CBS 568.67	INRA - Institut National de la Recherche Agronomique	2955566430	Oomycota	unclassified	Saprolegniales	Saprolegniaceae	Aphanomyces	Aphanomyces stellatus	261479	Ga0487902	Genome Analysis (Isolate)	Gp0547147	No	62130275	29023		
2944298552	Eukaryota	Finished	Cryptosporidium parvum IOWA-ATCC genome sequencing	Cryptosporidium parvum IOWA-ATCC	University of Georgia	2944298552	Apicomplexa	Conoidasida	Eucoccidiorida	Cryptosporidiidae	Cryptosporidium	Cryptosporidium parvum	261521	Ga0523725	Genome Analysis (Isolate)	Gp0607828	No	9122263	4429		
2943463863	Eukaryota	Draft	Aphanomyces astaci Pc Genome sequencing and assembly	Aphanomyces astaci Pc	University of Exeter	2943463863	Oomycota	unclassified	Saprolegniales	Saprolegniaceae	Aphanomyces	Aphanomyces astaci	261449	Ga0213397	Genome Analysis (Isolate)	Gp0235262	No	51769116	14014		
2943106631	Eukaryota	Permanent Draft	Comparative Genomics of Cryptosporidium Species	Cryptosporidium hominis TU502	University of Maryland School of Medicine	2943106631	Apicomplexa	Conoidasida	Eucoccidiorida	Cryptosporidiidae	Cryptosporidium	Cryptosporidium hominis	261382	Ga0129781	Genome Analysis (Isolate)	Gp0067961	No	9107739	3797		
2942403737	Eukaryota	Permanent Draft	Genome and transcriptome sequencing of Toxoplasma gondii ME49	Toxoplasma gondii RUB	J. Craig Venter Institute	2942403737	Apicomplexa	Conoidasida	Eucoccidiorida	Sarcocystidae	Toxoplasma	Toxoplasma gondii	261309	Ga0039982	Genome Analysis (Isolate)	Gp0008875	No	64964455	10213		
2940628837	Eukaryota	Permanent Draft	Ophiocordyceps sinensis CO18	Ophiocordyceps sinensis CO18	Beijing Genomics Institute (BGI), Chinese Academy of Sciences, SIBS	2940628837	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps sinensis	260858	Ga0100275	Genome Analysis (Isolate)	Gp0008980	No	78515811	6972		
2944223394	Eukaryota	Draft	Genome sequencing and annotation for Aphanomyces spp. Genome sequencing and assembly	Aphanomyces astaci Da	University of Exeter	2944223394	Oomycota	unclassified	Saprolegniales	Saprolegniaceae	Aphanomyces	Aphanomyces astaci	261509	Ga0487935	Genome Analysis (Isolate)	Gp0546914	No	51759259	14050		
2943047843	Eukaryota	Permanent Draft	Aphanomyces invadans Genome Project	Aphanomyces invadans NJM9701	Broad Institute	2943047843	Oomycota	unclassified	Saprolegniales	Saprolegniaceae	Aphanomyces	Aphanomyces invadans	261373	Ga0129518	Genome Analysis (Isolate)	Gp0037780	No	71402472	21009		
2942656245	Eukaryota	Permanent Draft	Plasmodium vivax India VII genome sequencing project	Plasmodium vivax India VII	Broad Institute	2942656245	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium vivax	261333	Ga0040267	Genome Analysis (Isolate)	Gp0037739	No	29251532	6668		
2942675984	Eukaryota	Permanent Draft	Plasmodium vivax North Korean genome sequencing project	Plasmodium vivax North Korean	Broad Institute	2942675984	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium vivax	261336	Ga0040270	Genome Analysis (Isolate)	Gp0037775	No	29679024	6813		
2943919241	Eukaryota	Draft	Phytophthora cactorum D-1	Phytophthora cactorum D-1	Kunming University of Science and Technology	2943919241	Oomycota	unclassified	Peronosporales	Peronosporaceae	Phytophthora	Phytophthora cactorum	261493	Ga0487918	Genome Analysis (Isolate)	Gp0546289	No	121526021	24180		
2940652332	Eukaryota	Permanent Draft	Galerina marginata	Galerina marginata CBS 339.88	DOE Joint Genome Institute (JGI)	2940652332	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Galerina	Galerina marginata	260860	Ga0100292	Genome Analysis (Isolate)	Gp0017026	No	59418196	21542		
2940802746	Eukaryota	Permanent Draft	Genome sequencing of Trichophyton rubrum BT-SBL-CI1	Trichophyton rubrum BT-SBL-CI1	CSIR- Institute of Genomics and Integrative Biology	2940802746	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton rubrum	260879	Ga0103100	Genome Analysis (Isolate)	Gp0097366	No	22521034	8264		
2943302225	Eukaryota	Draft	Pseudocohnilembus persalinus 36N120E genome sequencing	Pseudocohnilembus persalinus 36N120E	Chinese Academy of Sciences, Institute of Hydrobiology	2943302225	Ciliophora	Oligohymenophorea	Philasterida	Pseudocohnilembidae	Pseudocohnilembus	Pseudocohnilembus persalinus	261424	Ga0197178	Genome Analysis (Isolate)	Gp0219685	No	55455357	13179		
2944072947	Eukaryota	Draft	Genome sequencing and annotation for Aphanomyces spp. Genome sequencing and assembly	Aphanomyces invadans NJM0002	University of Exeter	2944072947	Oomycota	unclassified	Saprolegniales	Saprolegniaceae	Aphanomyces	Aphanomyces invadans	261500	Ga0487925	Genome Analysis (Isolate)	Gp0546908	No	52164269	10899		
2941326854	Eukaryota	Permanent Draft	Metarhizium anisopliae ARSEF 549 Genome sequencing	Metarhizium anisopliae ARSEF 549	Chinese Academy of Sciences, SIBS	2941326854	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium anisopliae	260949	Ga0129522	Genome Analysis (Isolate)	Gp0039278	No	38504274	10891		
2942939749	Eukaryota	Permanent Draft	The draft assembly of the radically organized Stylonychia lemnae macronuclear genome	Stylonychia lemnae 130c	University of Berne	2942939749	Ciliophora	Spirotrichea	Sporadotrichida	Oxytrichidae	Stylonychia	Stylonychia lemnae	261359	Ga0104002	Genome Analysis (Isolate)	Gp0107545	No	50164522	20740		
2941189426	Eukaryota	Permanent Draft	Broad institute Candida albicans Clinical Isolates	Candida albicans P37005	Broad Institute	2941189426	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida albicans	260930	Ga0129460	Genome Analysis (Isolate)	Gp0037594	No	14473555	6401		
2944237449	Eukaryota	Draft	Isolates of two closely related phytophthora species causing either red core disease on Strawberry (P.fragariae) or Raspberry root rot (P.rubi). Genome sequencing and assembly	Phytophthora fragariae BC-16	National Institute of Animal Biotechnology (NIAB)	2944237449	Oomycota	unclassified	Peronosporales	Peronosporaceae	Phytophthora	Phytophthora fragariae	261511	Ga0487938	Genome Analysis (Isolate)	Gp0548293	No	90966605	41397		
2942630333	Eukaryota	Permanent Draft	Entamoeba histolytica comparative genome sequencing project	Entamoeba histolytica HM3:IMSS-B	J. Craig Venter Institute	2942630333	Evosea	unclassified	Mastigamoebida	Entamoebidae	Entamoeba	Entamoeba histolytica	261329	Ga0040261	Genome Analysis (Isolate)	Gp0008346	No	12781904	6301		
2942526205	Eukaryota	Permanent Draft	Phytophthora parasitica INRA-310 Genome sequencing	Phytophthora parasitica INRA-310	Broad Institute	2942526205	Oomycota	unclassified	Peronosporales	Peronosporaceae	Phytophthora	Phytophthora nicotianae	261322	Ga0040143	Genome Analysis (Isolate)	Gp0038285	No	82389172	28092		
2942297637	Eukaryota	Permanent Draft	Plasmodium falciparum comparative genome sequencing project	Plasmodium falciparum HB3	Broad Institute	2942297637	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium falciparum	261297	Ga0039317	Genome Analysis (Isolate)	Gp0002426	No	24294007	5719		
2942689680	Eukaryota	Permanent Draft	Plasmodium 50 Genomes	Plasmodium falciparum UGT5.1	Broad Institute	2942689680	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium falciparum	261338	Ga0040345	Genome Analysis (Isolate)	Gp0037733	No	25583375	5964		
2941214998	Eukaryota	Permanent Draft	Broad institute Candida albicans Clinical Isolates	Candida albicans P75016	Broad Institute	2941214998	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida albicans	260934	Ga0129464	Genome Analysis (Isolate)	Gp0037601	No	14680338	6365		
2941371776	Eukaryota	Permanent Draft	Metarhizium album ARSEF 1941 Genome sequencing	Metarhizium album ARSEF 1941	Chinese Academy of Sciences, SIBS	2941371776	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium album	260953	Ga0129538	Genome Analysis (Isolate)	Gp0039284	No	30449065	8472		
2943531369	Eukaryota	Draft	Kipferlia bialata NY0173 genome sequencing	Kipferlia bialata NY0173	University of Tsukuba	2943531369	Fornicata	unclassified	unclassified	unclassified	Kipferlia	Kipferlia bialata	261458	Ga0415559	Genome Analysis (Isolate)	Gp0444839	No	51027740	17269		
2954933032	Eukaryota	Permanent Draft	Leucoagaricus sp. SymC.cos genome sequencing and assembly	Leucoagaricus sp. SymC.cos	Beijing Genomics Institute (BGI)	2954933032	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	Leucoagaricus sp. SymC.cos	260915	Ga0129247	Genome Analysis (Isolate)	Gp0143237	No	119028496	12743		
2954862917	Eukaryota	Permanent Draft	Blumeria graminis f. sp. tritici 96224 Genome sequencing	Blumeria graminis f. sp. tritici 96224	University of Zurich	2954862917	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Blumeria	Blumeria graminis	260861	Ga0100329	Genome Analysis (Isolate)	Gp0046648	No	158944908	6515		
2943092370	Eukaryota	Permanent Draft	Giardia intestinalis Genome sequencing	Giardia intestinalis GS	Integrated Genomics	2943092370	Fornicata	unclassified	Diplomonadida	Hexamitidae	Giardia	Giardia intestinalis	261379	Ga0129659	Genome Analysis (Isolate)	Gp0038768	No	12009633	6166		
2941110450	Eukaryota	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Sporothrix schenckii ATCC 58251	Broad Institute	2941110450	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Sporothrix	Sporothrix schenckii	260921	Ga0129421	Genome Analysis (Isolate)	Gp0034023	No	32228000	8806		
2943971424	Eukaryota	Draft	Globisporangium splendens rgcb-1	Globisporangium splendens rgcb-1	University of Kerala	2943971424	Oomycota	unclassified	Pythiales	Pythiaceae	Globisporangium	Globisporangium splendens	261495	Ga0487920	Genome Analysis (Isolate)	Gp0546626	No	53361008	17350		
2954919250	Eukaryota	Permanent Draft	Colletotrichum salicis CBS 607.94	Colletotrichum salicis CBS 607.94	University of Salamanca	2954919250	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum salicis	260914	Ga0129237	Genome Analysis (Isolate)	Gp0090026	No	48373413	13777		
2943110433	Eukaryota	Permanent Draft	Comparative Genomics of Cryptosporidium Species	Cryptosporidium meleagridis UKMEL1	University of Maryland School of Medicine	2943110433	Apicomplexa	Conoidasida	Eucoccidiorida	Cryptosporidiidae	Cryptosporidium	Cryptosporidium meleagridis	261383	Ga0129782	Genome Analysis (Isolate)	Gp0067963	No	8973200	3806		
2954849510	Eukaryota	Permanent Draft	Lichtheimia corymbifera FSU 9682, CBS 429.75	Lichtheimia corymbifera FSU 9682	LGC Genomics	2954849510	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Lichtheimia	Lichtheimia corymbifera	260857	Ga0079213	Genome Analysis (Isolate)	Gp0039842	No	33531723	13402		
2940775978	Eukaryota	Permanent Draft	Aspergillus oryzae 3.042 Genome sequencing	Aspergillus oryzae 3.042	Tianjin University	2940775978	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus oryzae	260876	Ga0103076	Genome Analysis (Isolate)	Gp0039146	No	36576471	11640		
2941277232	Eukaryota	Permanent Draft	sequencing of Trichophyton	Trichophyton fischeri CBS 288.86	Broad Institute	2941277232	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton rubrum	260943	Ga0129492	Genome Analysis (Isolate)	Gp0037044	No	23128491	10752		
2941132687	Eukaryota	Permanent Draft	sequencing of Trichophyton	Trichophyton raubitschekii CBS 202.88	Broad Institute	2941132687	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Trichophyton	Trichophyton rubrum	260923	Ga0129435	Genome Analysis (Isolate)	Gp0037857	No	23116446	10919		
2955099264	Eukaryota	Permanent Draft	Genomic analysis of the causative agents of coccidiosis in chickens	Eimeria brunetti	Wellcome Trust Sanger Institute	2955099264	Apicomplexa	Conoidasida	Eucoccidiorida	Eimeriidae	Eimeria	Eimeria brunetti	261386	Ga0129882	Genome Analysis (Isolate)	Gp0100789	No	66890165	8683		
2642422510	Eukaryota	Permanent Draft	Candida glabrata isolates from the Norwegian Mycological Reference Laboratory at Oslo University Hospital, Rikshospitalet	Nakaseomyces glabrata 1B	Genomics Core Facility (Oslo University Hospital and University of Oslo)	2642422510	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces glabratus	74204	Ga0100069	Genome Analysis (Isolate)	Gp0094986	No	12604920	5191		
2954891162	Eukaryota	Permanent Draft	Rhizoctonia solani AG-3 Rhs1AP Genome sequencing	Rhizoctonia solani AG-3 Rhs1AP	J. Craig Venter Institute	2954891162	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	Rhizoctonia solani	260886	Ga0103172	Genome Analysis (Isolate)	Gp0038836	No	51705945	12735		
2943315409	Eukaryota	Draft	Plasmodium knowlesi Pk1 (A+) Malayan H strain genome Sequencing	Plasmodium knowlesi Pk1 (A+)	University of Georgia	2943315409	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium knowlesi	261430	Ga0197197	Genome Analysis (Isolate)	Gp0219970	No	24771595	5301		
2940985355	Eukaryota	Permanent Draft	Broad Cryptococcus genome sequencing	Cryptococcus gattii Ram5	Broad Institute	2940985355	Basidiomycota	Tremellomycetes	Tremellales	Cryptococcaceae	Cryptococcus	Cryptococcus deuterogattii	260904	Ga0103996	Genome Analysis (Isolate)	Gp0037908	No	17453840	6616		
2944302986	Eukaryota	Finished	A genomic resource for the Plasmodium vinckei clade of rodent malaria parasites	Plasmodium vinckei brucechwatti PVBDA	King Abdullah University of Science and Technology (KAUST)	2944302986	Apicomplexa	Aconoidasida	Haemosporida	Plasmodiidae	Plasmodium	Plasmodium vinckei	261527	Ga0523801	Genome Analysis (Isolate)	Gp0606352	No	19206766	5372		
2943513030	Eukaryota	Draft	Genome sequencing as part of FDA-ARGOS: dAtabase for Regulatory Grade micrObial Sequences project	Leishmania donovani FDAARGOS_360	Institute for Genome Sciences, University of Maryland School of Medicine, U.S. Food and Drug Administration (FDA)	2943513030	Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Leishmania	Leishmania donovani	261456	Ga0415524	Genome Analysis (Isolate)	Gp0444966	No	34011430	8036		
2943184614	Eukaryota	Permanent Draft	Dictyostelium lacteum Genome sequencing and assembly	Tieghemostelium lacteum TK	University of Cologne	2943184614	Evosea	Eumycetozoa	Dictyosteliales	Raperosteliaceae	Tieghemostelium	Tieghemostelium lacteum	261397	Ga0131309	Genome Analysis (Isolate)	Gp0143355	No	23375662	10283		
2942852662	Eukaryota	Draft	Phytophthora parasitica genome sequencing	Phytophthora parasitica CJ02B3	Broad Institute	2942852662	Oomycota	unclassified	Peronosporales	Peronosporaceae	Phytophthora	Phytophthora nicotianae	261352	Ga0100305	Genome Analysis (Isolate)	Gp0043343	No	48075161	26906		
2941389853	Eukaryota	Permanent Draft	Isaria fumosorosea ARSEF 2679 Genome sequencing	Cordyceps fumosorosea ARSEF 2679	Chinese Academy of Sciences, SIBS	2941389853	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Cordyceps	Cordyceps fumosorosea	260956	Ga0129562	Genome Analysis (Isolate)	Gp0039313	No	33485962	10061		
2955152515	Eukaryota	Permanent Draft	Leptomonas pyrrhocoris strain:H10 Genome sequencing and assembly	Leptomonas pyrrhocoris H10	University of Ostrava	2955152515	Euglenozoa	Kinetoplastea	Trypanosomatida	Trypanosomatidae	Leptomonas	Leptomonas pyrrhocoris	261400	Ga0131438	Genome Analysis (Isolate)	Gp0146046	No	30379903	14141		
2642422511	Eukaryota	Permanent Draft	Candida glabrata isolates from the Norwegian Mycological Reference Laboratory at Oslo University Hospital, Rikshospitalet	Nakaseomyces glabrata 2A	Genomics Core Facility (Oslo University Hospital and University of Oslo)	2642422511	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Nakaseomyces glabratus	74205	Ga0100070	Genome Analysis (Isolate)	Gp0094985	No	14559169	5985		
2955066657	Eukaryota	Permanent Draft	Acanthamoeba castellanii str. Neff	Acanthamoeba castellanii Neff	J. Craig Venter Institute	2955066657	Discosea	unclassified	Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba castellanii	261377	Ga0129571	Genome Analysis (Isolate)	Gp0038837	No	42019824	15652		
2944154546	Eukaryota	Draft	Isolates of two closely related phytophthora species causing either red core disease on Strawberry (P.fragariae) or Raspberry root rot (P.rubi). Genome sequencing and assembly	Phytophthora fragariae NOV-77	National Institute of Animal Biotechnology (NIAB)	2944154546	Oomycota	unclassified	Peronosporales	Peronosporaceae	Phytophthora	Phytophthora fragariae	261506	Ga0487932	Genome Analysis (Isolate)	Gp0548289	No	78804247	34404		
2942471519	Eukaryota	Permanent Draft	Genome and transcriptome sequencing of Toxoplasma gondii ME49	Toxoplasma gondii MAS	J. Craig Venter Institute	2942471519	Apicomplexa	Conoidasida	Eucoccidiorida	Sarcocystidae	Toxoplasma	Toxoplasma gondii	261315	Ga0040056	Genome Analysis (Isolate)	Gp0009647	No	63320459	10176		
2942701636	Eukaryota	Permanent Draft	Phytophthora kernoviae  Genome sequencing	Phytophthora kernoviae 00238/432	University of Exeter	2942701636	Oomycota	unclassified	Peronosporales	Peronosporaceae	Phytophthora	Phytophthora kernoviae	261340	Ga0040358	Genome Analysis (Isolate)	Gp0039350	No	42518343	11684		
2955210285	Eukaryota	Permanent Draft	Genome sequence of Phytophthora isolates from South America	Phytophthora sp. Chile5	University of Exeter	2955210285	Oomycota	unclassified	Peronosporales	Peronosporaceae	Phytophthora	Phytophthora sp. Chile5	261414	Ga0157716	Genome Analysis (Isolate)	Gp0189555	No	84445542	27121		
2943254287	Eukaryota	Draft	Comparative Genomics of Cryptosporidium Species	Cryptosporidium hominis UKH1	University of Maryland School of Medicine	2943254287	Apicomplexa	Conoidasida	Eucoccidiorida	Cryptosporidiidae	Cryptosporidium	Cryptosporidium hominis	261418	Ga0196353	Genome Analysis (Isolate)	Gp0067962	No	9156091	3769		
